alternative_names,classification,first_name,frequency_female,frequency_male,frequency_total,frequency_group,group_name,ratio
VALMIRA|VALMIRAR|VELMIRA|VILMIRA|VOLMIRA,F,VALMEIRA,25,,25,14129,VALMIRA,1.0
ALLESON,M,ELLESON,,26,26,124,ALLESON,1.0
BENAILSON|BENEILSON|BENELSON|BENILSOM|BENILSON|DENAILSON|DENEILSON|DENELSON|DENIELSON|DENILSOM|DENILSON|DENLSON|DENOLSON|DENYLSON,M,BENIELSON,,68,68,80839,DENILSON,1.0
FFRANCISCA|FRANCIISCA|FRANCISCA,F,FRANNCISCA,28,,28,725720,FRANCISCA,1.0
ADREAN,M,ADREAM,,24,24,384,ADREAN,1.0
ALIELE|ALILE|ALLE|ALLER|AYLLE|ELAILE|ELEALE|ELIALE|ELIELE|ELLE|ELLER|EULLE|EULLER|HALLE|HALLER|HELLE|HELLER|HEULLER|HILLER|IALLE|IULLE|LAELE|LAILE|LEILE|LELE|LIELE|LILE|LUELE|UILLER|ULLE|YALLE|YOLLE|YULLE,F,LUIELE,36,,36,3984,EULLER,1.0
AMARISA,F,AMARIZA,44,,44,87,AMARIZA,1.0
CAELANE|CAILANE|CAILANNE|CAILHANE|CALANE|CALHANE|CAYLANE|CAYLANNE|CEILANE|CELANE|CILANE|CLANE|KAELANE|KAILANE|KAILANNE|KAILHANE|KALANE|KALHANE|KAULANE|KAYALANE|KAYLANE|KAYLANNE|KAYLHANE|KEILANE|KEILANNE|KELANE|KEYLANE|KEYLANNE|KHAYLANE|KYLANE,F,KILANE,54,,54,46804,KAILANE,1.0
VALBELINA|VALDELINA|VALDOLINA,F,VALDILINA,63,,63,2658,VALDELINA,1.0
EUZAIR,F,EUZIA,33,,33,67,EUZAIR,1.0
NAZIM,M,NAZIN,,21,21,44,NAZIM,1.0
JOS,M,JOSR,,2614,2614,4271,JOSR,1.0
AGENILSOM|AGENILSON,M,AJENILSON,,36,36,695,AGENILSON,1.0
EISLER|ISAELE|ISALE|ISELE|ISLE|ISLER|IZAELE|IZELE|IZIELE|UISLE,F,ISIELE,40,,40,955,ISAELE,1.0
ALAINI|ALAINY|ALIANI|ALIANY|ELAINI|ELAINNY|ELAINY|ELAYNI|ELAYNY|ELIANEI|ELIANI|ELIANIR|ELIANY|HELAINY|HELIANI|HELIANY|ILAINI|ILIANI|LAINI|LAINIR|LAINNY|LAINY|LAYNI|LAYNNY|LAYNY|LIANEI|LIANI|LIANIR|LIANNY|LIANY|LUIANY|ULIANI,F,LUIANI,27,,27,8486,ELIANI,1.0
AELITOM|AELITON|ALEITON|ALITOM|ALITON|ELEITON|ELITHON|ELITOM|ELITON|ELYTON|HAELITON|HALITON|HELITOM|HELITON|HELYTON|HOELITON|HUELITOM|HUELITON|IELITON|ILITON|LEITON|LITON|LUITON|OELITON|OLITON|UALITON|UELITOM|UELITON|UILITON|ULITON,M,EULITON,,20,20,24860,ELITON,1.0
ISETTE,F,IZETTE,45,,45,68,IZETTE,1.0
ALDOBERTO,M,ILDOBERTO,,25,25,183,ALDOBERTO,1.0
VARDIR,M,VARDI,,21,21,315,VARDIR,1.0
ISMA|ISMAR,M,EISMAR,,20,20,6534,ISMAR,1.0
VALDEAN|VILDEAN,M,VALDEAM,,51,51,868,VALDEAN,1.0
CARLAILE|CARLAYLE|CARLIELE|CARLILE|CARLYLE|KARIELLE,F,CARIELLE,31,,31,528,CARLYLE,1.0
CREUZIANE,F,CREUSIANE,111,,111,304,CREUZIANE,1.0
HENDREU,M,ENDREU,,294,294,317,ENDREU,1.0
JOSENILTON|JOSENLTON|JOZENILTON,M,JOSENILTOM,,299,299,10014,JOSENILTON,1.0
ALESIA|ALEZIA|ELESIA|ELEZIA|ILESIA|LAESIA|LAEZIA|LESIA|LEZIA|OLESIA|OLEZIA,F,EULESIA,41,,41,1657,OLESIA,1.0
CLAISON|CLAYSON|KLAISON|KLAYSON,M,CLAISOM,,22,22,1109,CLAISON,1.0
MACELINHO|MACELINO|MACILINO|MACULINO,M,MACOLINO,,30,30,1613,MACELINO,1.0
MAELLE|MAILLE|MAYELLE|MAYLLE|MIELLE|MIHELLE|MILELE|MILHELE|MILIELE|MILLE|MILLER|MULLER|MYLLE|MYLLER,M,MIILLER,,39,39,4990,MILLER,1.0
KIMBELI|KIMBELY,F,KIMBILI,21,,21,288,KIMBELY,1.0
GEINALDO|GINAILDO|GINALDO|GUINALDO|JINALDO,M,GINILDO,,80,80,5585,GINALDO,1.0
NELSINA|NELSINHA|NELZINA|NILSINHA|NILZINHA,F,NELZINHA,31,,31,1620,NELSINA,1.0
WARLIS|WARLYS,M,WARLEIS,,25,25,198,WARLIS,1.0
GEILSSON|GELSSON|GILSSON|JAELSSON|JAILSSOM|JAILSSON|JEILSSON|JELSSON|JILSSON|JOELSSOM|JOELSSON|JOILSSON,M,GILSSOM,,68,68,1288,JAILSSON,1.0
ERNADES,M,HERNADES,,163,163,601,ERNADES,1.0
CLEIONICE,F,CELIONICE,32,,32,68,CLEIONICE,1.0
MICALINE|MIKALINE|MIKELINE,F,MICELINE,27,,27,386,MIKELINE,1.0
TAMILI|TAMILY|TAMYLI|THAMILI|THAMILY,F,TAMIELI,21,,21,1644,TAMILI,1.0
FRANSOALDO|FRANSUALDO|FRANSUELDO,M,FRANSUILDO,,24,24,381,FRANSUELDO,1.0
MAELE|MAILE|MAILER|MAIULE|MAYELE|MAYLE|MEILE|MIELE|MIHELE|MILE|MILER|MILHER|MULER,F,MULHER,166,23,189,4434,MILER,0.8783068783068783
ELISETI|ELIZAETI|ELIZETHI|ELIZETI|ELIZETY|LISETI|LIZETI,F,ELISAETI,20,,20,1828,ELIZETI,1.0
NAILANA|NAYLANA|NEILANA|NILANA,F,NALANA,82,,82,438,NAILANA,1.0
CAELI|CAILI|CALI|CALIR|CAUELI|CAULI|CEILI|CELEI|CELEIR|CELI|CELIR|CELUI|CELUIR|CELY|CEOLI|CEULI|CIELI|CIELY|CILEI|CILEY|CILI|CLEI|CLEIR|CLEY|COELI|KAELI|KAELY|KAILI|KAILY|KALEY|KALI|KALY|KAUELI|KAUELY|KAULI|KAULY|KEELY|KEILI|KEILY|KELEI|KELEY|KELI|KELIY|KELY|KEULI|KEULY|KEYLI|KIELI|KILI|KLEI|KLEY|KUELY,F,KUELI,105,,105,86062,KELI,1.0
NAICY,F,NAICI,24,,24,48,NAICY,1.0
AGENO|AGENOR|AJENOR,M,AJENO,,31,31,29560,AGENOR,1.0
ELEONDES|LEONDES,M,ALEONDES,,35,35,241,LEONDES,1.0
SAILA|SALA|SALAH|SAULA|SAYLA|SEILA|SELA|SELHA|SEYLA|SILA|SILAR|SIULA|SOELHA|SOILA|SOYLA|SUEILA|SUELA|SUELHA|SUEYLA|SUHAILA|SUHAYLA|SUILA|SULA|SUYLA|SYLA|ZAILA|ZEILA|ZELA|ZELHA|ZEULA|ZILA|ZILAH|ZILAR|ZILHA|ZIULA|ZOILA|ZOLA|ZUILA|ZULA,F,SEULA,22,,22,21976,ZILA,1.0
TAMIE|THAMIE|THAMYE,F,TAMYE,24,,24,276,TAMIE,1.0
ZEZILIA,F,SESILIA,124,,124,159,SESILIA,1.0
RAKELLY,F,RAKELLI,67,,67,666,RAKELLY,1.0
WALERSON|WELERSON|WILERSON|WILHERSON|WUELERSON|WYLERSON,M,WELERSOM,,97,97,3346,WELERSON,1.0
ABENE|ABENER|ADAENE|ADENE,M,ADENER,,36,36,439,ABENER,1.0
ALBELI|ALDALI|ALDELEI|ALDELI|ALDELIR|ALDELY|ALDIELI|ALDILEI|ALDILEY|ELDELI,F,ILDELI,36,,36,860,ALDELI,1.0
ABINO|ADEINO|ADINO|ADINOR,M,ADINHO,,29,29,587,ADINOR,1.0
AIKA|AYKA|HAICA|HAIKA|HAYCA|HAYKA|IACA|YAKA,F,AICA,68,,68,345,AIKA,1.0
DEVANEI|DEVANEY|DEVANI|DEVANIR|DEVANY,M,DEVANYR,,22,22,13548,DEVANIR,1.0
AELIS|AILIS|ALEIS|ALIS|ALIZ|ALUIS|ALUIZ|ALYS|ELEIS|ELIEIS|ELIS|ELIZ|ELUIS|ELUIZ|ELYS|ELYZ|EULIS|HALIS|HELIS|HELIZ|HELYS|IALIS|ILIS|LEIS|LEIZ|LEYS|LIIS|LIIZ|LIS|LIUIS|LIUIZ|LIZ|LUIIS|LUIIZ|LUIS|LUIZ|LUYS|LUYZ|LYS|LYZ|OELIS|OLIS|UALIS|UELIS|UILIS|ULIS|YALIS,M,ILUIZ,,21,21,2081241,LUIZ,1.0
SAELE|SAILE|SALE|SALEH|SAULE|SEILE|SELE|SIELE|SILE|SILER|SUEILE|SUELE|SUIELE|SUILE|SULE|ZAILE|ZEILE|ZELE|ZIELE|ZILE,F,SOELE,56,,56,4764,SUELE,1.0
EVELE|EVILE|HEVELE|HEVILE,F,EVYLE,49,,49,2709,EVILE,1.0
TALIBIO,M,TULIBIO,,20,20,46,TALIBIO,1.0
ALAILSA|ALAILZA|ALEILSA|ALEILZA|ELEILSA|ELEILZA|ELELSA|ELELZA|ELIELSA|ELIELZA|ELILSA|ELILZA|LAELZA|LAILZA|LEILSA|LEILZA|LELZA|LIELSA|LIELZA|LILZA,F,LAILSA,106,,106,3866,ELIELZA,1.0
VALDEITA,F,VALDITA,51,,51,97,VALDITA,1.0
ODALIO|ODELIO|ODILIO,M,OBELIO,,22,22,4169,ODILIO,1.0
ESMERALDA|ESMERILDA,F,ESMERLDA,61,,61,20050,ESMERALDA,1.0
MALCA|MALKA|MELCA|MELKA|MILCA|MILKA|MYLKA,F,MILCAR,45,,45,5554,MILCA,1.0
BELIT|DALIT,F,DALITH,22,,22,109,DALIT,1.0
ELISET|ELISETH|ELIZAET|ELIZAETH|ELIZET|ELIZETH|LISETH|LIZET|LIZETH,F,ELISAETH,85,,85,2863,ELIZETH,1.0
VAILDIR|VALBI|VALBIR|VALDEI|VALDEIR|VALDEY|VALDEYR|VALDI|VALDIEI|VALDIR|VALDUI|VALDUIR|VALDY|VALDYR|VLDIR|VOLDIR,M,VILDIR,,25,25,226818,VALDIR,1.0
ALERANDRA|ALERRANDRA,F,LERRANDRA,22,,22,553,ALERRANDRA,1.0
MISAELI|MISLEI|MISLEY|MIZAELI,F,MISAELY,21,,21,451,MISLEI,1.0
WHOSHINTON|WOCHINTOM|WOCHINTON|WOSHINTOM|WOXINTON,M,WOSHINTON,,1736,1736,2375,WOSHINTON,1.0
CECILENE,F,KECILENE,20,,20,73,CECILENE,1.0
IUSLEY|YUSLEY,M,IUSLEI,,21,21,64,IUSLEY,1.0
ELISANI|ELISANIR|ELISANY|ELIZANI|ELIZANY|LISANI|LIZANI,F,ELIZANIR,71,,71,1072,ELIZANI,1.0
PASTORINA,F,PASTORINHA,43,,43,92,PASTORINA,1.0
BUIU|DIOU|DIU,M,BIU,,55,55,149,DIOU,1.0
WAILTON|WALTON|WELTHON|WELTOM|WELTON|WHELTON|WHILTON|WILTOM|WILTON|WLTON|WUELTON|WUILTON|WYLTON,M,WUILTOM,,31,31,46855,WILTON,1.0
AURECI|AURECY,F,AURECIR,72,30,102,841,AURECI,0.7058823529411765
ALECHO|ALEXO|LAESSO,M,ALESSO,,44,44,420,ALEXO,1.0
AUDELANE,F,AUDILANE,57,,57,80,AUDILANE,1.0
MARALIZA|MARELISA|MARELIZA|MARIALUISA|MARIALUIZA|MARIELISA|MARIELIZA|MARILEISA|MARILISA|MARILIZA|MARILUIZA|MARLISA|MARLIZA,F,MARALISA,48,,48,3784,MARILISA,1.0
VENOZINA,F,VENOSINA,55,,55,134,VENOZINA,1.0
CECINA|CEKINA,F,CECINHA,22,,22,96,CECINA,1.0
GION|JHION,M,JION,,38,38,94,JION,1.0
GLEIVIA|GLIVIA|JULIVIA,F,JOLIVIA,20,,20,191,GLIVIA,1.0
CAILAINY|CALIANI|CELIANI|CELIANY|CLAINIR|CLAUINEI|KAILAINI|KALIANI|KALIANY|KAYLAINY|KEILIANI|KEILIANY|KELIANI|KELIANY,F,KAILAINY,209,,209,1333,KELIANI,1.0
NADIELE|NADILE|NADYELE,F,NABILE,32,,32,1891,NADIELE,1.0
ABIEZER,M,ABIESER,,47,47,208,ABIEZER,1.0
ERICSON|ERIKSOM|ERIKSON|ERYKSON|HERICSON|HERIKSON,M,ERICSOM,,168,168,6711,ERICSON,1.0
GEIMISOM|GEIMISON|GEYMISON|JEIMISON|JEYMISON|JHEIMISON|JHEYMISON,M,JEIMISOM,,22,22,1009,JEIMISON,1.0
QUEITI,F,QUEITY,37,,37,157,QUEITI,1.0
EDELAIDE|EDILAIDE,F,EDLAIDE,42,,42,233,EDILAIDE,1.0
ROCHE|ROSSE,M,ROCHER,,43,43,180,ROSSE,1.0
ROSAINA|ROSIANA|ROZIANA,F,ROZAINA,26,,26,3675,ROSIANA,1.0
WENDEY|WENDI|WENDY|WENNDY,M,WENDEI,,57,57,4656,WENDY,1.0
NASIA|NAZIA,F,NAZAIR,25,,25,320,NAZIA,1.0
JOCEILDO|JOCIELDO|JOCILDO,M,JOCIALDO,,26,26,626,JOCILDO,1.0
JUSELMA,F,JUSIELMA,39,,39,271,JUSELMA,1.0
SANDIEL|SANDOEL,M,SANDEL,,21,21,148,SANDIEL,1.0
ELEIUZA|ELIUSA|ELIUZA|LEIUSA|LEIUZA|LIUZA,F,LIUSA,41,,41,498,LIUZA,1.0
CLEUNI|CLEUNIR,M,CLEUNEI,,22,22,535,CLEUNIR,1.0
AILDIL|ALBEL|ALDAIL|ILDEL|UELDEL,M,ALDIEL,,23,23,274,ILDEL,1.0
FLAIZA,F,FLAISA,84,,84,167,FLAISA,1.0
VALDICEI|VALDICI|VALDICIR|VALDIKI,M,VALDEICIR,,21,21,779,VALDICI,1.0
DILAURA,F,DELAURA,25,,25,51,DILAURA,1.0
ILARISSA|LARIISSA|LARISSA|LARRISSA|LARRYSSA|LARYSSA|LHARISSA,F,ALARISSA,113,,113,371082,LARISSA,1.0
ELISNAIRA,F,LISNAIRA,22,,22,42,LISNAIRA,1.0
BELANI|BELANIR|DAILANI|DAILANY|DALANI|DELANEI|DELANEY|DELANI|DELANIR|DELANY|DILANIR,F,DILANI,62,,62,864,DELANI,1.0
ANAHI|ANAHIR|ANAHY|ANAI|ANAIR|ANAY|ANAYR|ANIA|ANNAIR|ANNAY|ANNIA|ANNYA|ANYA|HANAI|HANAY|HANIA|HANNYA|HANYA,F,HANNIA,33,,33,10577,ANAIR,1.0
GILDINEI|GILDINEY|JALDINEI,M,JILDINEI,,24,24,251,GILDINEI,1.0
QUEZIO,M,QUESIO,,98,98,127,QUESIO,1.0
RAULINDA|ROLINDA,F,RELINDA,103,,103,824,RAULINDA,1.0
CLAUDINA|CLAUDINAR,F,CLAUDINHA,146,,146,5518,CLAUDINA,1.0
ALADI|ALADIR|ALADY|ELADI|ELADIR|ELADYR|ILADI|ILADIR|LADEIR|LADI|LADIR|LADY|LADYR|OLADI|OLADIR,F,ALADYR,21,,21,8770,LADIR,1.0
CAELA|CAILA|CALA|CAYLA|CEILA|CELA|CELHA|CEYLA|CILA|CIULA|CLA|CLAR|CYLA|KAELA|KAILA|KAULA|KAYALA|KAYLA|KEILA|KEILAH|KEILHA|KEIYLA|KELA|KELHA|KEULA|KEYLA|KEYLHA|KHAYLA|KHEILA|KHEYLA|KILA|KUEILA|KYLA,F,KALA,45,,45,84855,KEILA,1.0
JOSENALDO|JOSENELDO|JOSENILDO|JOZENALDO|JOZENILDO,M,JOSENLDO,,100,100,37932,JOSENILDO,1.0
SALDI|SALDIR|SELBI|SELDI|SUELDI|ZALDI|ZALDIR|ZILDEIR|ZILDI|ZILDIR,F,SOLDI,78,,78,516,ZILDIR,1.0
NATAILIA|NATALHIA|NATALIA|NATALYA|NATELIA|NATHALHIA|NATHALIA|NATHALYA|NATHILIA|NATHLIA|NATILIA|NHATALIA,F,NATLIA,446,,446,388810,NATALIA,1.0
VERAILZA|VERILZA,F,VERAILSA,33,,33,214,VERAILZA,1.0
ESEQIEL|ESEQUEL|ESEQUIEL|ESEQUIL|EZEQUEIL|EZEQUEL|EZEQUIAL|EZEQUIEL|EZEQUIL,M,EZEQIEL,,208,208,71132,EZEQUIEL,1.0
SHAID,M,CHAID,,20,20,50,SHAID,1.0
NAESSA,F,NESSA,25,,25,110,NAESSA,1.0
SANDRIEL,M,SANDROEL,,35,35,549,SANDRIEL,1.0
WHILIAN|WIILIAM|WIILIAN|WILHIAM|WILHIAN|WILIAM|WILIAN|WILIANN|WILIIAM|WILIIAN|WILYAM|WILYAN|WLIAM|WLIAN|WUILHIAN|WUILIAM|WUILIAN|WULIAM|WULIAN|WYLIAM|WYLIAN,M,WELIAN,,59,59,130471,WILIAN,1.0
NAOMI|NAOMY,F,NAOMIR,67,,67,2104,NAOMI,1.0
SELINDA|SOLINDA|ZELINDA|ZILINDA|ZOLINDA,F,ZULINDA,33,,33,7371,ZELINDA,1.0
MAEL|MAIL|MAOEL|MEL|MIEL|MIHAEL|MIHAIL|MIHEL|MIL|MIUEL|MOEL,M,MAUEL,,242,242,5487,MEL,1.0
HICHAM|ISSAM|ISSAN,M,HICHAN,,20,20,176,ISSAN,1.0
ANDRELIO,M,ANDRIELIO,,33,33,56,ANDRIELIO,1.0
GESILIO,M,JESILIO,,25,25,59,GESILIO,1.0
MERCILA,F,MERCELA,34,,34,60,MERCELA,1.0
NEUZIVALDO,M,NEUSIVALDO,,29,29,50,NEUSIVALDO,1.0
ALAELTON|ALAILTOM|ALAILTON|ALEILTON|ALIELTON|ALILTON|ALOILTON|ELAILTON|ELEILTON|ELELTON|ELIELTOM|ELIELTON|ELILTON|ELLTON|ELOILTON|ELYELTON|HELIELTON|HELILTON|HELLTON|LAELTON|LAILTON|LAYLTON|LEILTOM|LEILTON|LELTON|LIELTON|LILTON|LOILTON|LUELTON|LUILTON|OLAILTON|OLIELTON,M,LAILTOM,,118,118,16922,ELIELTON,1.0
ALAIANA|ALAYANA|LAIANA|LAIANNA|LAYANA|LAYANNA,F,ELAIANA,35,,35,7444,LAIANA,1.0
NATACIA|NATHACIA,F,NATAKIA,112,,112,791,NATACIA,1.0
SAELE|SAILE|SALE|SALEH|SAULE|SEILE|SELE|SIELE|SILE|SILER|SOELE|SUEILE|SUELE|SUIELE|SUILE|ZAILE|ZEILE|ZELE|ZIELE|ZILE,F,SULE,26,,26,4764,SUELE,1.0
ELIBANIA|LIBANIA,F,ELIDANIA,23,,23,1161,LIBANIA,1.0
GINALVA|GUINALVA|JINALVA,F,GINELVA,22,,22,1315,GINALVA,1.0
AELI|AILY|ALEI|ALEIR|ALEY|ALI|ALIR|ALUIR|ALY|AULEIR|AULI|EILI|ELEI|ELEIR|ELEY|ELHI|ELI|ELIR|ELIY|ELUI|ELUIR|ELY|ELYR|EOLI|EULI|EULIR|EULY|HALEI|HALEY|HALI|HALY|HELEI|HELEY|HELI|HELII|HELIR|HELY|HIALI|HIALY|HIULI|HIULY|HULI|HULY|IALEI|IALEY|IALI|IALY|IELI|IELY|ILEI|ILEIR|ILI|ILIR|ILUI|ILUIR|ILY|IOLI|IOLY|IULI|IULY|LEHI|LEHY|LEI|LEIR|LEY|LEYR|LI|LUI|LUIR|LUY|LY|OLEI|OLEIR|OLI|OLIR|OLY|UALI|UELEI|UELI|UILI|ULI|ULY|YALI|YALY|YOLI|YULI|YULY,F,AILI,48,,48,70523,ELI,1.0
PAMALA|PAMELA|PAMILA|PAMMELA|PAMOLA|PAMULA|PAMYLA,F,PAMLA,51,,51,140526,PAMELA,1.0
MAXSIEL|MAXSOEL|MAXSUEL|MAXSUL,M,MAXSEL,,20,20,7469,MAXSUEL,1.0
SENIRIA,F,ZENIRIA,44,,44,89,SENIRIA,1.0
CALLIL|KALLEL|KALLIEL|KALLIL|KALLYEL|KALLYL|KHALLIL,M,CALLEL,,21,21,595,KALLEL,1.0
LUZENILSON,M,LUSENILSON,,27,27,164,LUZENILSON,1.0
AGIANE,F,AGUIANE,23,,23,49,AGIANE,1.0
AGIMIRO,M,AJIMIRO,,100,100,1035,AGIMIRO,1.0
IVANELSON|IVANIELSON|IVANILSOM|IVANILSON,M,IVANLSON,,50,50,14158,IVANILSON,1.0
WELKA|WILCA|WILCAR|WILKA|WILKAR,F,WYLKA,35,,35,1257,WILKA,1.0
NILZENE,F,NILSENE,26,,26,182,NILZENE,1.0
ENDREI|ENDREY|ENDRI|ENDRY|HENDRY,M,HENDRI,,25,25,278,ENDREY,1.0
ISILIO|IZILIO,M,IZELIO,,22,22,80,IZILIO,1.0
OSNAR,M,OSNA,,20,20,260,OSNAR,1.0
VALE|VILE|VILER,M,VALER,,100,100,442,VALE,1.0
KAETLYN|KETALIN|KETELIM|KETELIN|KETELYM|KETELYN|KETHELIM|KETHELIN|KETHELYM|KETHELYN|KETHILIM|KETHILIN|KETHILYN|KETHLEIN|KETHLEYN|KETHLIN|KETHLYN|KETHULIN|KETHULYN|KETHYLIN|KETHYLYN|KETILIM|KETILIN|KETILYN|KETLEIN|KETLEYN|KETLHIN|KETLHYN|KETLIM|KETLIN|KETLIYN|KETLYIN|KETLYM|KETLYN|KETLYNN|KETOLIN|KETULIM|KETULIN|KETULYN|KETYLIN|KETYLYN|KHETELIN|KHETLIN|KHETLYN,F,KHETELYN,30,,30,45148,KETLIN,1.0
CEITOM|CEITON|KEITON|KEYTON,M,CEYTON,,35,35,644,CEITON,1.0
CAINI|CIANI|CIANY|KAINNY|KAINY|KIANI|KIANNY|KIANY|KYANNY,F,KAINI,27,,27,463,KIANY,1.0
ALAERSIO|LAERZIO,M,LAERSIO,,465,465,529,LAERSIO,1.0
ELCSON|ELKSON|UILKSON,M,ILKSON,,37,37,227,ELKSON,1.0
ETELIA,F,ETILIA,34,,34,55,ETILIA,1.0
SALIM|SALIN|SELIM|SELIN|SOELIN|SUELIN|SUELYM|SUELYN,F,SUELIM,209,,209,3406,SALIM,1.0
WIZA,F,WISA,27,,27,62,WIZA,1.0
GESELE|GESIELE|GESILE|GESLER|GEZELE|GEZIELE|JESELE|JESIELE|JESLER|JESUELE|JEZIELE,F,JESILE,23,,23,2458,GESIELE,1.0
ANAILDA|ANALDA|ANEILDA|ANILBA|ANILDA,F,ANELDA,97,,97,5719,ANILDA,1.0
ANDREIA|ANDREYA,F,AANDREIA,34,,34,292359,ANDREIA,1.0
MEIRIELLI|MEIRIELLY|MIRELLI|MIRELLY|MIRIELLI|MIRIELLY|MIRLLEY|MYRELLI|MYRELLY,F,MEIRELLY,33,,33,4277,MIRELLY,1.0
NICAELLY|NICILLY|NICOLLI|NICOLLY|NIKAELLY|NIKELLI|NIKELLY|NIKOLLI|NIKOLLY|NYCOLLI|NYCOLLY,F,NYKOLLY,22,,22,9028,NICOLLY,1.0
AZILDO,M,ASILDO,,43,43,127,AZILDO,1.0
VADEMIR,M,VADEMI,,35,35,849,VADEMIR,1.0
GLEISILANE,F,GLEISLANE,24,,24,55,GLEISILANE,1.0
NOANY,F,NOANI,28,,28,53,NOANI,1.0
RONAILDO|RONALDO|RONEILDO|RONELDO|RONIALDO|RONIELDO|RONILDO|RONLDO|RONNALDO|RONOALDO|RONUALDO,M,RONOLDO,,74,74,291165,RONALDO,1.0
ECHELEI|ECHELEY|ECHELI|ECHELY|ECHILEI|ECHILEY|ECHILI|ECHILY|ESHELEI|ESHELY|ESHILEI|ESHILEY|ESHILI|ESHILY|ESHLEI|ESHLEY|ESHYLEY|EXILEI|EXILEY|EXLEI|HECHELEY|HECHILEY|HESHILEY,F,ESHELEY,187,,187,2412,ESHILEY,1.0
EILEEN|ELEEN,F,AILEEN,45,,45,160,EILEEN,1.0
SALINA|SAULINA|SELINA|SILINA|SOLINA|SUELINA|SULINA|ZALINA|ZAULINA|ZELINA|ZELINHA|ZULEINA|ZULINA|ZULINAR,F,ZOLINA,157,,157,10185,ZELINA,1.0
VALDIVAL|VALDIVEL,M,VALDIVIL,,23,23,73,VALDIVEL,1.0
ALICLEIA|ELICLEIA|LICILEIA,F,LUICLEIA,21,,21,351,ELICLEIA,1.0
MARINUSA,F,MARINUZA,43,,43,89,MARINUSA,1.0
CAUAN|CAUANN|KAHUAN|KAUAM|KAUAN|KAUANN|KAUHAN|KHAUAN,M,CAUAM,61,3911,3972,123693,KAUAN,0.9846424974823766
MACAEL|MACAL|MACEL|MACIAL|MACIEL|MACIL|MAKAEL|MAKEL|MAKIEL,M,MAKUEL,,21,21,26543,MACIEL,1.0
CREISLA|CRISLA|KRISLA|KRYSLA,F,CRISILA,24,,24,315,CRISLA,1.0
DEIVI|DEIVY|DEYVI,M,DIVI,,65,65,612,DEIVI,1.0
LOZINETE,F,LOSINETE,44,,44,80,LOSINETE,1.0
LITINHA,F,LITUINA,20,,20,43,LITINHA,1.0
ALESSE|ALEXER|LAESSE|LESSE,M,ALEXE,,644,644,779,ALEXE,1.0
SETUKO,F,SETUCO,37,,37,216,SETUKO,1.0
ANIELEM|ANIELEN,F,ANAELEN,23,,23,167,ANIELEN,1.0
VALTECI|VALTECIR,M,VALTECY,,27,27,1304,VALTECIR,1.0
CARLO|KARLO,M,CARLOR,,298,298,10658,CARLO,1.0
BERSON|DERSON,M,DERSOM,,20,20,418,DERSON,1.0
AILLA|ALAILA|ALEILA|ALILA|ALLA|AYALLA|AYLLA|ELAILA|ELEILA|ELILA|ELLA|EULAILA|EULILA|EULLA|EYLLA|HAILLA|HAYALLA|HAYLLA|HELELA|HELLA|HILLA|HYLLA|IALLA|ILAILA|ILLA|LAILA|LAILAH|LALA|LAULA|LAYLA|LEILA|LEILAH|LEILHA|LELA|LELHA|LEULA|LEYLA|LILA|LILAH|LILHA|LOILA|LOIOLA|LOLA|LUALA|LUILA|LULA|LUYLA|LYLA|OLILA|UILLA|ULLA|YALLA|YLLA|YULLA,F,ELOILA,39,,39,148531,LEILA,1.0
GERE|GERRE|JERRE,M,JERE,,125,125,1616,JERRE,1.0
MARIEVA,F,MARYEVA,34,,34,207,MARIEVA,1.0
IANQUE,M,YANQUE,,23,23,113,IANQUE,1.0
GILETE|GLETE|JALETE,F,JULETE,28,,28,173,JALETE,1.0
ALCILANE|ELCILANE|ILCILANE,F,ALCELANE,25,,25,616,ALCILANE,1.0
ALSIENE|ALZIENE|ELSIENE|ELZIENE,F,ILZIENE,23,,23,640,ELZIENE,1.0
ERMINHO|ERMINO|HERMINO,M,HERMINHO,,35,35,1316,ERMINO,1.0
GEMILI|JAEMILI|JEMILI|JEMILY|JHEMELY|JHEMILI|JHEMILY,F,GEMILY,27,,27,747,JHEMILY,1.0
EDNAILZA|EDNELSA|EDNELZA|EDNILSA|EDNILZA,F,EDNAILSA,28,,28,3006,EDNILZA,1.0
RUTHIELI|RUTHIELY|RUTIELI|RUTIELY|RUTYELI,F,RUTILEI,29,,29,889,RUTIELI,1.0
DOBERTO,M,BOBERTO,,39,39,92,DOBERTO,1.0
ELLIEL,F,LILIEL,61,,61,91,LILIEL,1.0
ORDALHA|ORDILA,F,ORDILHA,23,,23,180,ORDALHA,1.0
BRUM,M,BRUN,105,239,344,372,BRUN,0.6947674418604651
THEISON|THEYSON|THYSON|TYSON,M,TEISON,,36,36,222,TYSON,1.0
EDALDO|EDEALDO|EDEILDO|EDIELDO|EDILDO|EDOALDO|EDUALDO,M,EDIALDO,,224,224,1701,EDEILDO,1.0
CORDELINA|CORDOLINA|CORDULINA,F,CORDIOLINA,22,,22,339,CORDOLINA,1.0
TAINE|TAINER|TAINNE|TAUINE|TAYNE|TAYNNE|THAINE|THAINNE|THAYNE|THAYNER|THAYNNE|THIANE|THIANNE|THUIANE|THYANE|THYANNE|TIANE|TUIANE|TUYANE|TYANE,F,THUYANE,22,,22,11395,TAINE,1.0
NELZALINA|NELZELINA|NILZALINA,F,NILZELINA,41,,41,135,NILZALINA,1.0
